scene_id,image_id,gt_index,object_id,matched_prediction_index,item_id,detector_score,mask_iou,max_mask_iou,iou_band,mask_match_iou50,merge_evidence,split_evidence,pose_completed,primary_failure_type,normalized_mssd,mspd_px,joint_pose_success,failure_bucket,notes
10,0,0,2,5,s000010-i000000-p000005,0.9994208812713623,0.7048232573505121,0.7048232573505121,0.50-0.75,True,False,False,True,,0.06019270035393235,4.332804237807116,True,SUCCESS,
10,0,1,2,1,s000010-i000000-p000001,0.9995763897895813,0.8950499762018087,0.8950499762018087,>=0.75,True,False,False,True,,0.03961890776890877,3.1611240944962327,True,SUCCESS,
10,0,2,2,24,s000010-i000000-p000024,0.9965932965278625,0.6886314265025344,0.6886314265025344,0.50-0.75,True,False,False,True,,0.07521108249156673,4.338537387104162,True,SUCCESS,
10,0,3,2,22,s000010-i000000-p000022,0.9972226619720459,0.7348665654154914,0.7348665654154914,0.50-0.75,True,False,False,True,,0.044203247872657905,4.199877268959022,True,SUCCESS,
10,0,4,2,0,s000010-i000000-p000000,0.999632716178894,0.8845878136200717,0.8845878136200717,>=0.75,True,False,False,True,,0.06208039622162331,5.601101561225624,True,SUCCESS,
10,0,5,2,16,s000010-i000000-p000016,0.9984379410743713,0.782020389249305,0.782020389249305,>=0.75,True,False,False,True,,0.06464341490835554,2.900204229412241,True,SUCCESS,
10,0,6,2,,,,,0.008397397989355411,<0.50,False,False,False,False,,,,False,MASK_BOUNDARY_IOU_FAILURE,best_overlap_prediction_index=0
10,0,7,2,7,s000010-i000000-p000007,0.9993395209312439,0.6764966740576497,0.6764966740576497,0.50-0.75,True,False,False,True,,0.06380840706328725,4.520453715777983,True,SUCCESS,
10,0,8,2,10,s000010-i000000-p000010,0.999026894569397,0.7819861431870669,0.7819861431870669,>=0.75,True,False,False,True,,0.0696807452512746,6.097458887801819,True,SUCCESS,
10,0,9,2,6,s000010-i000000-p000006,0.9994134902954102,0.6595482546201232,0.6595482546201232,0.50-0.75,True,False,False,True,,0.060261713378030504,5.496343162267277,True,SUCCESS,
10,0,10,2,12,s000010-i000000-p000012,0.9988510608673096,0.6980909269828773,0.6980909269828773,0.50-0.75,True,False,False,True,,0.061382803490695595,4.194359125235154,True,SUCCESS,
10,0,11,2,11,s000010-i000000-p000011,0.998968243598938,0.7101619338183525,0.7101619338183525,0.50-0.75,True,False,True,True,,0.06155963157571115,5.459255434448986,True,SUCCESS,
10,0,12,2,17,s000010-i000000-p000017,0.998302698135376,0.6569012976799056,0.6569012976799056,0.50-0.75,True,False,False,True,,0.07174432136423774,4.27077444066036,True,SUCCESS,
10,0,13,2,27,s000010-i000000-p000027,0.9856751561164856,0.5772921108742004,0.5772921108742004,0.50-0.75,True,False,False,True,,0.048028986565748895,4.002115155520667,True,SUCCESS,
10,0,14,2,9,s000010-i000000-p000009,0.9990781545639038,0.6321863197650021,0.6321863197650021,0.50-0.75,True,False,False,True,,0.045185275968031985,4.2106012541894415,True,SUCCESS,
10,0,15,2,25,s000010-i000000-p000025,0.9963788390159607,0.8313713949381989,0.8313713949381989,>=0.75,True,False,False,True,,0.06164375994643182,5.338982292642897,True,SUCCESS,
10,0,16,2,14,s000010-i000000-p000014,0.9985578656196594,0.7971155720132528,0.7971155720132528,>=0.75,True,False,False,True,,0.04535472966834448,4.545244260628009,True,SUCCESS,
10,0,17,2,20,s000010-i000000-p000020,0.9981744289398193,0.7783691718117948,0.7783691718117948,>=0.75,True,False,False,True,,0.038231719949104175,3.534587085237354,True,SUCCESS,
10,0,18,2,18,s000010-i000000-p000018,0.9982622265815735,0.7131228906094897,0.7131228906094897,0.50-0.75,True,False,False,True,,0.05469291896168125,2.896123900603967,True,SUCCESS,
10,0,19,2,32,s000010-i000000-p000032,0.969370424747467,0.696219323457882,0.696219323457882,0.50-0.75,True,False,False,True,,0.03761480956226267,3.1432961507386405,True,SUCCESS,
10,0,20,2,26,s000010-i000000-p000026,0.9958231449127197,0.6774522292993631,0.6774522292993631,0.50-0.75,True,False,False,True,,0.05453789653209855,3.808519219423833,True,SUCCESS,
10,0,21,2,,,,,0.46541353383458645,<0.50,False,True,False,False,,,,False,UNDER_SEGMENTATION_OR_MERGE,best_overlap_prediction_index=31
10,0,22,2,,,,,0.40850869167429094,<0.50,False,True,False,False,,,,False,UNDER_SEGMENTATION_OR_MERGE,best_overlap_prediction_index=31
10,0,23,2,19,s000010-i000000-p000019,0.9982471466064453,0.74086310138344,0.74086310138344,0.50-0.75,True,False,False,True,,0.05143518815810455,4.276318952407795,True,SUCCESS,
10,0,24,2,29,s000010-i000000-p000029,0.9819294810295105,0.8093774019984628,0.8093774019984628,>=0.75,True,False,False,True,,0.04823087727096944,3.5453974282921794,True,SUCCESS,
10,0,25,2,4,s000010-i000000-p000004,0.9994322657585144,0.8326885880077369,0.8326885880077369,>=0.75,True,False,False,True,,0.06121685632483181,5.181993776897517,True,SUCCESS,
10,0,26,2,15,s000010-i000000-p000015,0.9985199570655823,0.728843710292249,0.728843710292249,0.50-0.75,True,False,False,True,,0.08029503996940075,5.038050352785854,True,SUCCESS,
10,0,27,2,23,s000010-i000000-p000023,0.9970048069953918,0.6919231781110234,0.6919231781110234,0.50-0.75,True,False,False,True,,0.051780695920377685,4.4478854196505155,True,SUCCESS,
10,0,28,2,,,,,0.1773082223242995,<0.50,False,False,True,False,,,,False,OVER_SEGMENTATION,best_overlap_prediction_index=33
10,0,29,2,35,s000010-i000000-p000035,0.8160569071769714,0.7867920402361688,0.7867920402361688,>=0.75,True,False,False,True,,0.07671549738768758,6.7521776109550755,True,SUCCESS,
10,0,30,2,,,,,0.31748099891422366,<0.50,False,False,False,False,,,,False,MASK_BOUNDARY_IOU_FAILURE,best_overlap_prediction_index=30
10,0,31,2,13,s000010-i000000-p000013,0.9987450838088989,0.8151201130475741,0.8151201130475741,>=0.75,True,False,False,True,,0.05415286524271471,3.5805738029884453,True,SUCCESS,
10,0,32,2,2,s000010-i000000-p000002,0.9994747042655945,0.8393876491956409,0.8393876491956409,>=0.75,True,False,False,True,,0.05741022173195166,4.8309706120265155,True,SUCCESS,
10,0,33,2,8,s000010-i000000-p000008,0.9991311430931091,0.8474347434743474,0.8474347434743474,>=0.75,True,False,False,True,,0.09572172158100367,5.868765223094242,True,SUCCESS,
10,0,34,2,3,s000010-i000000-p000003,0.9994624257087708,0.6056710775047259,0.6056710775047259,0.50-0.75,True,False,False,True,,0.04485455520254758,3.836572276633588,True,SUCCESS,
10,0,35,2,28,s000010-i000000-p000028,0.9845245480537415,0.7854736842105263,0.7854736842105263,>=0.75,True,False,True,True,,0.05037956712130206,4.027533465131677,True,SUCCESS,
10,0,36,2,,,,,0.14455475330926595,<0.50,False,False,False,False,,,,False,MASK_BOUNDARY_IOU_FAILURE,best_overlap_prediction_index=17
10,10,0,2,9,s000010-i000010-p000009,0.9986124038696289,0.7484208626601696,0.7484208626601696,0.50-0.75,True,False,False,True,,0.0738351514725792,3.0490910967350833,True,SUCCESS,
10,10,1,2,10,s000010-i000010-p000010,0.9981827735900879,0.747049247049247,0.747049247049247,0.50-0.75,True,False,False,True,,0.06403769542118715,4.165957399794387,True,SUCCESS,
10,10,2,2,18,s000010-i000010-p000018,0.9972227811813354,0.7182025894897182,0.7182025894897182,0.50-0.75,True,False,False,True,,0.09363894060088378,5.88812211052929,True,SUCCESS,
10,10,3,2,2,s000010-i000010-p000002,0.9994446635246277,0.8646907216494846,0.8646907216494846,>=0.75,True,False,False,True,,0.038449860174555595,3.368474276387838,True,SUCCESS,
10,10,4,2,29,s000010-i000010-p000029,0.9798265695571899,0.7252327524468847,0.7252327524468847,0.50-0.75,True,False,False,True,,0.08382589813128222,7.227034280634037,True,SUCCESS,
10,10,5,2,13,s000010-i000010-p000013,0.998042106628418,0.7359550561797753,0.7359550561797753,0.50-0.75,True,False,False,True,,0.03805026674120818,3.306737188585403,True,SUCCESS,
10,10,6,2,,,,,0.45813549507817025,<0.50,False,True,False,False,,,,False,UNDER_SEGMENTATION_OR_MERGE,best_overlap_prediction_index=34
10,10,7,2,26,s000010-i000010-p000026,0.991395890712738,0.6186666666666667,0.6186666666666667,0.50-0.75,True,False,False,True,,0.03331966470371224,2.9262660454198817,True,SUCCESS,
10,10,8,2,19,s000010-i000010-p000019,0.9972037076950073,0.7036759189797449,0.7036759189797449,0.50-0.75,True,False,False,True,,0.06995216859286349,4.8738324556173716,True,SUCCESS,
10,10,9,2,5,s000010-i000010-p000005,0.9988376498222351,0.7090012330456227,0.7090012330456227,0.50-0.75,True,False,False,True,,0.06002783549692502,3.2552951133172083,True,SUCCESS,
10,10,10,2,1,s000010-i000010-p000001,0.9994927644729614,0.706229992612657,0.706229992612657,0.50-0.75,True,False,False,True,,0.055705433774750276,2.7909978325663523,True,SUCCESS,
10,10,11,2,6,s000010-i000010-p000006,0.99883633852005,0.6950411031556616,0.6950411031556616,0.50-0.75,True,False,False,True,,0.05633294995262335,4.061288887487182,True,SUCCESS,
10,10,12,2,16,s000010-i000010-p000016,0.9978260397911072,0.5155417406749556,0.5155417406749556,0.50-0.75,True,True,False,True,,0.05121293260304418,3.228557936114987,True,SUCCESS,
10,10,13,2,23,s000010-i000010-p000023,0.9958730340003967,0.5327889767797908,0.5327889767797908,0.50-0.75,True,False,True,True,,0.10745936315152546,6.2094582267552125,False,POSE_MSSD_ONLY_FAILURE,
10,10,14,2,24,s000010-i000010-p000024,0.9946839213371277,0.5737901293723048,0.5737901293723048,0.50-0.75,True,False,False,True,,0.07978847040071081,3.9498558967988906,True,SUCCESS,
10,10,15,2,25,s000010-i000010-p000025,0.9942880272865295,0.6405540960114641,0.6405540960114641,0.50-0.75,True,False,False,True,,0.1146091257808755,9.874401530834367,False,POSE_MSSD_ONLY_FAILURE,
10,10,16,2,20,s000010-i000010-p000020,0.9972002506256104,0.8717081420633003,0.8717081420633003,>=0.75,True,False,False,True,,0.05309240813321484,4.498955749090065,True,SUCCESS,
